spkthr	spkmax	spkhlf	rheo	ahp	vm	ir	sag	tau	resf	resmag	dvloc	id	expr	age	hemi	totalcells	housing	patchdir	mlpos	rectime
-41.1316253662109	46.5041046142578	0.48	227.057708740234	-55.0767555236816	-63.6821212768555	31.8942794799805	0.571761846542358	10.650128364563	8.45	1.80991912378171	1641	s2_20131106h	DG	NaN	NA	50	Standard	DV	Medial	0.679861111111111
-38.4765159606934	46.5651420593262	0.46	256.35546875	-53.0411682128906	-62.4064712524414	27.6077041625977	0.576363861560822	11.0476722717285	7.75	1.66461706343535	1652	s2_20131106i	DG	NaN	NA	50	Standard	DV	Medial	0.7
-31.5042575836182	49.6560562133789	0.49	263.069549560547	-44.02294921875	-62.4459114074707	29.5304565429688	0.665455937385559	7.94231843948364	9.4	1.77374448071236	1715	s2_20131106j	DG	NaN	NA	50	Standard	DV	Medial	0.71875
-44.090625	47.66875	0.59	428.875	-59.609375	-63.8786010742188	21.5900230407715	0.549356341362	8.52143287658691	7.3	1.85186437694096	279	s1_20140110a	HP	35	NA	55	Standard	DV	Lateral	0.620138888888889
-42.3318748474121	50.8974998474121	0.57	312.5	-57.859375	-63.6087417602539	30.3146018981934	0.589819252490997	7.79406690597534	8.55	1.74377519463017	306	s1_20140110b	HP	35	NA	55	Standard	DV	Lateral	0.625
-40.8493751525879	49.7956245422363	0.56	426	-58.0750007629395	-64.3662872314453	22.5156955718994	0.54971843957901	8.91699123382568	8.55	1.55421728941793	253	s1_20140110c	HP	35	NA	55	Standard	DV	Lateral	0.629861111111111
-46.4481254577637	47.6824996948242	0.55	340	-59.7000007629395	-63.7956733703613	23.4791221618652	0.509383916854858	9.10837078094482	8.95	2.12867353089334	254	s1_20140110d	HP	35	NA	55	Standard	DV	Lateral	0.636805555555556
-42.3262496948242	48.2143753051758	0.5	328	-56.5	-60.047981262207	20.7779808044434	0.515796661376953	8.02069664001465	9.3	2.2529538390825	111	s1_20140110e	HP	35	NA	55	Standard	DV	Lateral	0.642361111111111
-41.0425003051758	46.2724998474121	0.55	360	-56.7750015258789	-60.4342346191406	23.603946685791	0.575506985187531	9.97450828552246	10.2	1.82210899116748	40	s1_20140110f	HP	35	NA	55	Standard	DV	Lateral	0.648611111111111
-42.4681251525879	49.2849998474121	0.57	555.875	-56.4968757629395	-61.4077033996582	13.1976375579834	0.520277917385101	8.40832233428955	9.95	1.7692432125958	0	s1_20140110g	HP	35	NA	55	Standard	DV	Lateral	0.65625
-43.003125	48.2387504577637	0.55	399.875	-57.5499992370605	-63.7858276367188	21.120512008667	0.527352690696716	7.57189655303955	7.95	1.68001244841387	204	s1_20140110h	HP	35	NA	55	Standard	DV	Lateral	0.670833333333333
-40.0831253051758	48.9587493896484	0.55	462	-56.2062492370605	-64.8711395263672	21.2267208099365	0.553188681602478	11.5322561264038	8.4	1.8518731135059	167	s1_20140110i	HP	35	NA	55	Standard	DV	Lateral	0.684027777777778
-39.8768737792969	47.6331245422363	0.55	432.375	-58.0218734741211	-63.4417190551758	20.0364074707031	0.492930591106415	9.94649028778076	9.35	1.83145575632046	328	s1_20140110j	HP	35	NA	55	Standard	DV	Lateral	0.693055555555556
-36.6831245422363	48.0381256103516	0.5	253.25	-53.8468742370605	-62.3685836791992	36.0714492797852	0.575636208057404	8.32480716705322	8.25	1.76988712100248	401	s1_20140110k	HP	35	NA	55	Standard	DV	Lateral	0.702083333333333
-39.3937507629395	48.1762504577637	0.52	470.25	-57.1843757629395	-62.4405708312988	21.5956954956055	0.573434710502625	6.96328258514404	9.3	1.7956883576674	433	s1_20140110l	HP	35	NA	55	Standard	DV	Lateral	0.713888888888889
-38.5650001525879	49.7481246948242	0.53	462.625	-56.5812492370605	-63.6416130065918	23.9137382507324	0.593066394329071	7.33279609680176	7.15	1.64510991744763	502	s1_20140110m	HP	35	NA	55	Standard	DV	Lateral	0.723611111111111
-43.1562492370605	47.9625	0.55	291	-58.6156234741211	-61.4857063293457	28.1501998901367	0.611365437507629	10.0033960342407	8.3	1.77306437214732	535	s1_20140110n	HP	35	NA	55	Standard	DV	Lateral	0.736111111111111
-37.4287498474121	45.7849998474121	0.5	444.25	-57.6218757629395	-63.3601875305176	19.7900562286377	0.52221691608429	8.6722993850708	8.9	1.65677419629226	694	s1_20140110o	HP	35	NA	55	Standard	DV	Lateral	0.757638888888889
-39.6912506103516	48.6524993896484	0.51	483.125	-58.1312484741211	-62.9753952026367	16.0518131256104	0.480803817510605	9.3737621307373	11.35	1.87715419772559	729	s1_20140110p	HP	35	NA	55	Standard	DV	Lateral	0.763888888888889
-38.9868743896484	49.2387489318848	0.51	292.625	-59.25	-64.3632965087891	33.8618965148926	0.625863075256348	9.97616386413574	7.75	1.93595812017427	733	s1_20140110q	HP	35	NA	55	Standard	DV	Lateral	0.770833333333333
-44.4150009155273	52.1837493896484	0.48	351.75	-59.890625	-66.1115188598633	31.6313362121582	0.655258417129517	7.06707763671875	7.75	1.54786027390403	716	s1_20140110r	HP	35	NA	55	Standard	DV	Lateral	0.776388888888889
-38.7487503051758	51.3149993896484	0.49	417.25	-58.8062515258789	-63.179931640625	21.8840217590332	0.550983548164368	8.38958835601807	10.65	1.64674540461749	808	s1_20140110s	HP	35	NA	55	Standard	DV	Lateral	0.795833333333333
-38.2931243896484	47.8712493896484	0.46	329.75	-60.5406265258789	-61.2884216308594	30.6564788818359	0.649353981018066	7.57011890411377	9.5	2.62322986075154	829	s1_20140110t	HP	35	NA	55	Standard	DV	Lateral	0.802777777777778
-40.4206253051758	50.8306259155273	0.54	322.25	-60.765625	-63.3870124816895	26.6797523498535	0.567741513252258	10.4405069351196	7.45	1.65954145178444	834	s1_20140110u	HP	35	NA	55	Standard	DV	Lateral	0.809722222222222
-38.6381248474121	51.7475006103516	0.51	373.125	-57.703125	-63.3945236206055	25.5460147857666	0.575840830802917	9.77433013916016	8.75	1.80826752439972	837	s1_20140110v	HP	35	NA	55	Standard	DV	Lateral	0.815972222222222
-38.709375	50.6487503051758	0.53	416	-58.0218734741211	-64.2591705322266	24.0644340515137	0.560708999633789	8.05604362487793	8.1	1.71727251914263	855	s1_20140110w	HP	35	NA	55	Standard	DV	Lateral	0.821527777777778
-38.2362503051758	50.7474998474121	0.54	404	-55.7531242370605	-61.7541694641113	21.2860145568848	0.524681568145752	11.0985984802246	9.1	1.62421251822826	858	s1_20140110x	HP	35	NA	55	Standard	DV	Lateral	0.826388888888889
-37.1300003051758	51.0106246948242	0.55	404.25	-57.1906242370605	-62.7695922851562	26.9638938903809	0.578586935997009	8.72806930541992	7.4	1.90295639251892	868	s1_20140110y	HP	35	NA	55	Standard	DV	Lateral	0.832638888888889
-36.1474998474121	49.7887504577637	0.53	377.625	-55.8499984741211	-62.9457626342773	27.6109256744385	0.570912659168243	8.38599872589111	8.75	1.76868693481586	939	s1_20140110z	HP	35	NA	55	Standard	DV	Lateral	0.840277777777778
-35.6918754577637	48.8656242370605	0.55	413.125	-56.9625015258789	-66.4043197631836	26.7412452697754	0.586629152297974	10.3716230392456	7.55	1.67800465956207	958	s1_20140110za	HP	35	NA	55	Standard	DV	Lateral	0.847222222222222
-34.8412498474121	50.0543746948242	0.53	327.25	-56.90625	-64.6420135498047	33.5485038757324	0.59202778339386	9.86497020721436	8.4	1.69029236869096	985	s1_20140110zb	HP	35	NA	55	Standard	DV	Lateral	0.859027777777778
-34.9337501525879	50.390625	0.48	395.5	-57.2281265258789	-65.4350433349609	26.8974418640137	0.577540159225464	9.85464000701904	8.7	1.75751611795895	1001	s1_20140110zc	HP	35	NA	55	Standard	DV	Lateral	0.864583333333333
-39.3462501525879	51.6912498474121	0.53	374.125	-57.2218742370605	-67.2250671386719	24.7700176239014	0.635984659194946	7.86423826217651	7.25	1.41624875631068	1338	s1_20140110zd	HP	35	NA	55	Standard	DV	Lateral	0.88125
-39.7218742370605	50.63125	0.56	319	-58.1312484741211	-65.52197265625	33.2573394775391	0.653395712375641	11.2760543823242	7.8	1.44568337589457	1360	s1_20140110ze	HP	35	NA	55	Standard	DV	Lateral	0.888888888888889
-37.4612495422363	50.5849998474121	0.5	322.875	-56.0531234741211	-65.040771484375	38.0234107971191	0.668054103851318	9.69390964508057	7.55	1.46125678194741	1364	s1_20140110zf	HP	35	NA	55	Standard	DV	Lateral	0.89375
-41.2131248474121	50.734375	0.58	277.25	-58.1531257629395	-66.8960266113281	31.1779518127441	0.601746082305908	10.627947807312	8.05	1.66469340587512	1439	s1_20140110zg	HP	35	NA	55	Standard	DV	Lateral	0.899305555555555
-39.6575004577637	52.7306251525879	0.53	272.625	-57.15625	-65.7021408081055	38.4258880615234	0.618018388748169	10.1129636764526	6.65	1.30756212646288	1467	s1_20140110zh	HP	35	NA	55	Standard	DV	Lateral	0.905555555555556
-37.0337493896484	50.6537490844727	0.53	357.25	-58.6124992370605	-66.4906768798828	30.6913757324219	0.571930050849915	10.3296871185303	7.2	1.57339959285992	1531	s1_20140110zi	HP	35	NA	55	Standard	DV	Lateral	0.916666666666667
-37.8618743896484	51.9437507629395	0.52	256.5	-57.5187492370605	-63.2297286987305	39.4683074951172	0.601434171199799	10.3554105758667	7.45	1.52199820983248	1649	s1_20140110zj	HP	35	NA	55	Standard	DV	Lateral	0.923611111111111
-35.5275001525879	54.3012504577637	0.47	229.625	-58.7156257629395	-64.7346649169922	48.7164611816406	0.655895948410034	10.6809225082397	7.3	1.52584242396968	1755	s1_20140110zk	HP	35	NA	55	Standard	DV	Lateral	0.932638888888889
-38.3275001525879	55.921875	0.49	194	-60.2562484741211	-63.2173080444336	39.5730819702148	0.631234407424927	11.7276668548584	7.4	1.58171056226003	1853	s1_20140110zl	HP	35	NA	55	Standard	DV	Lateral	0.938194444444444
-36.6710418701172	43.5993530273438	0.45	249.641403198242	-52.8672142028809	-63.942798614502	28.424337387085	0.498255968093872	10.4444541931152	8.45	1.56893879336241	763	s2_20140110a	DG	35	NA	55	Standard	DV	Medial	0.607638888888889
-39.1326644897461	41.8982513427734	0.49	297.860656738281	-54.109317779541	-64.8668670654297	32.831413269043	0.544946789741516	9.20830917358398	6.65	1.94321048075459	627	s2_20140110b	DG	35	NA	55	Standard	DV	Medial	0.616666666666667
-40.4980621337891	38.0016479492188	0.52	252.693252563477	-58.5802803039551	-71.4149017333984	37.4599380493164	0.56611043214798	9.50088787078857	7.75	1.4199046336374	656	s2_20140110c	DG	35	NA	55	Standard	DV	Medial	0.630555555555556
-35.2830596923828	45.3682060241699	0.49	277.108062744141	-51.4023246765137	-63.7300834655762	38.4372253417969	0.675561249256134	11.1018657684326	7.3	1.5052289239699	715	s2_20140110d	DG	35	NA	55	Standard	DV	Medial	0.638888888888889
-41.5601066589355	40.033570098877	0.46	190.435501098633	-58.430736541748	-68.3175811767578	48.2579078674316	0.590401649475098	12.0989065170288	8.5	2.18268066001228	726	s2_20140110e	DG	35	NA	55	Standard	DV	Medial	0.651388888888889
-30.7321388244629	46.0481582641602	0.49	227.057708740234	-46.0554809570312	-63.9351081848145	44.5069808959961	0.617721438407898	10.6587839126587	6.4	1.49668111325723	758	s2_20140110f	DG	35	NA	55	Standard	DV	Medial	0.659027777777778
-35.5369735717773	38.6278877258301	0.52	202.032531738281	-52.7024154663086	-61.7562980651855	49.2003021240234	0.615037083625793	11.3027877807617	7.55	1.53787575135688	805	s2_20140110g	DG	35	NA	55	Standard	DV	Medial	0.670138888888889
-32.7030242919922	44.4849998474121	0.47	205.694747924805	-47.2945327758789	-63.4369506835938	48.9708480834961	0.636827647686005	10.6681604385376	7.8	1.57705620218152	992	s2_20140110i	DG	35	NA	55	Standard	DV	Medial	0.704861111111111
-34.2368850708008	46.6255683898926	0.47	236.823638916016	-51.6129035949707	-64.9868927001953	38.4628982543945	0.587020218372345	11.8615474700928	7.7	1.59418145050261	634	s2_20140110j	DG	35	NA	55	Standard	DV	Medial	0.713888888888889
-34.6086006164551	46.5004425048828	0.45	256.965850830078	-52.4307975769043	-63.3169860839844	46.6733779907227	0.682953715324402	11.9030752182007	7.7	1.43919738963724	445	s2_20140110k	DG	35	NA	55	Standard	DV	Medial	0.732638888888889
-34.4669944763184	43.3802307128906	0.44	234.38215637207	-51.2741470336914	-64.8044281005859	39.9645919799805	0.564406454563141	11.4941825866699	7.1	1.73472483182964	622	s2_20140110l	DG	35	NA	55	Standard	DV	Medial	0.743055555555555
-35.5229347229004	40.3473007202148	0.45	265.511047363281	-53.9262046813965	-66.4524536132812	40.5564346313477	0.581186890602112	11.7115793228149	7.45	1.64867602424768	651	s2_20140110m	DG	35	NA	55	Standard	DV	Medial	0.754861111111111
-33.7736137390137	45.324870300293	0.46	205.694747924805	-52.3514518737793	-61.8271408081055	45.567741394043	0.516564607620239	10.9006490707397	6.9	1.03676497583834	731	s2_20140110n	DG	35	NA	55	Standard	DV	Medial	0.770833333333333
-33.3683288574219	44.1340370178223	0.46	229.49919128418	-53.0869483947754	-60.9965629577637	36.3677520751953	0.606198251247406	10.6734638214111	7.6	1.39128811698048	763	s2_20140110o	DG	35	NA	55	Standard	DV	Medial	0.784722222222222
-35.6517227172852	45.0990325927734	0.5	312.509552001953	-50.392162322998	-64.9946441650391	30.741039276123	0.654570817947388	11.6126546859741	5.7	1.31961703675335	798	s2_20140110p	DG	35	NA	55	Standard	DV	Medial	0.791666666666667
-36.1845756530762	37.2563858032227	0.47	222.785125732422	-54.9272117614746	-61.9456176757812	41.330940246582	0.617714643478394	11.1000442504883	5.8	1.37810128712152	840	s2_20140110q	DG	35	NA	55	Standard	DV	Medial	0.802083333333333
-29.213537979126	50.142520904541	0.42	244.148071289062	-49.6169929504395	-61.8893203735352	33.6886444091797	0.641866981983185	10.3975257873535	6.6	1.30873901183277	973	s2_20140110r	DG	35	NA	55	Standard	DV	Medial	0.805555555555555
-42.5112495422363	42.4412506103516	0.5	379.5	-54.9281234741211	-62.340576171875	18.9471130371094	0.450828731060028	8.45722579956055	10.85	2.16442133470063	45	s1_20140113a	HP	38	NA	40	Standard	DV	Lateral	0.593055555555556
-45.9018753051758	46.1550003051758	0.54	300.875	-57.5843734741211	-63.9736824035645	26.994743347168	0.558784484863281	9.16300964355469	10.4	1.82505416348133	53	s1_20140113c	HP	38	NA	40	Standard	DV	Lateral	0.605555555555556
-40.009375	46.9193756103516	0.54	247.375	-53.9593734741211	-60.7294311523438	28.9181251525879	0.508003413677216	6.6891040802002	8.25	2.14104848345996	95	s1_20140113d	HP	38	NA	40	Standard	DV	Lateral	0.6125
-41.9962493896484	47.2200004577637	0.55	341.25	-54.9000015258789	-64.3173217773438	28.106502532959	0.558445036411285	7.703284740448	8.3	1.85506566398137	164	s1_20140113e	HP	38	NA	40	Standard	DV	Lateral	0.618055555555556
-41.0412498474121	44.125	0.56	353.25	-55.5218734741211	-63.2386894226074	23.6925659179688	0.497512608766556	10.112753868103	8.25	2.06982826380075	254	s1_20140113f	HP	38	NA	40	Standard	DV	Lateral	0.623611111111111
-39.0518753051758	45.0893745422363	0.6	391.375	-57.4437484741211	-64.7228622436523	23.1807308197021	0.500921368598938	10.689868927002	7.5	1.89884558097241	832	s1_20140113g	HP	38	NA	40	Standard	DV	Lateral	0.643055555555556
-40.1618751525879	50.1349990844727	0.56	290	-58.6500015258789	-62.7673034667969	28.0464859008789	0.524248123168945	8.23249530792236	7.35	2.04113143360037	844	s1_20140113h	HP	38	NA	40	Standard	DV	Lateral	0.65
-38.3412498474121	47.6287498474121	0.5	380.625	-57.1875	-64.5323333740234	26.1027565002441	0.540055155754089	9.08520030975342	9.45	1.83967202631179	855	s1_20140113i	HP	38	NA	40	Standard	DV	Lateral	0.666666666666667
-37.3599998474121	49.9643745422363	0.52	244	-57.671875	-62.6840400695801	34.5564613342285	0.514264285564423	9.6908712387085	7.55	1.93864460937087	910	s1_20140113j	HP	38	NA	40	Standard	DV	Lateral	0.672222222222222
-37.5150009155273	47.8199996948242	0.53	320.5	-54.5999984741211	-62.9184150695801	25.5104064941406	0.513139367103577	8.64958095550537	10.9	1.87186156528187	855	s1_20140113k	HP	38	NA	40	Standard	DV	Lateral	0.677083333333333
-38.8199989318848	49.7481246948242	0.51	284.125	-57.0499992370605	-61.8593330383301	29.0222930908203	0.568939447402954	7.88955354690552	9.05	2.10926432772447	897	s1_20140113l	HP	38	NA	40	Standard	DV	Lateral	0.684027777777778
-38.1962509155273	46.4193756103516	0.53	322.875	-56.5593757629395	-62.334114074707	28.2299613952637	0.570045411586761	8.83119869232178	6.85	1.747367164862	934	s1_20140113m	HP	38	NA	40	Standard	DV	Lateral	0.690277777777778
-37.1493751525879	48.9806251525879	0.49	330.5	-56.2406234741211	-63.4611206054688	27.6156272888184	0.551415205001831	8.01199245452881	8.3	1.99681335537355	918	s1_20140113n	HP	38	NA	40	Standard	DV	Lateral	0.695138888888889
-38.4037498474121	46.146875	0.53	356.875	-55.4500007629395	-62.7345199584961	24.5900535583496	0.552230596542358	6.96453619003296	8.95	1.93779108352269	997	s1_20140113o	HP	38	NA	40	Standard	DV	Lateral	0.700694444444444
-38.3581253051758	49.6943756103516	0.49	189.5	-58.0687484741211	-61.3305282592773	43.325756072998	0.561534404754639	8.95732021331787	9.95	2.13667345405552	1042	s1_20140113p	HP	38	NA	40	Standard	DV	Lateral	0.70625
-39.553125	48.2350006103516	0.46	229.375	-55.7750015258789	-61.3484420776367	41.7964782714844	0.581219136714935	7.92449522018433	10.3	2.07084563585858	1058	s1_20140113q	HP	38	NA	40	Standard	DV	Lateral	0.713194444444444
-35.709375	48.021875	0.49	212	-56.3656234741211	-62.512939453125	38.795108795166	0.504264712333679	13.7171688079834	8.75	2.2853262549426	1103	s1_20140113r	HP	38	NA	40	Standard	DV	Lateral	0.719444444444444
-36.9106246948242	47.6087501525879	0.49	288.5	-55.5125007629395	-60.6157722473145	27.5065116882324	0.540008664131165	10.4076976776123	8.7	1.72033385223008	1164	s1_20140113s	HP	38	NA	40	Standard	DV	Lateral	0.736111111111111
-39.3362495422363	48.4868743896484	0.48	207.375	-56.4468765258789	-61.3726501464844	36.8024520874023	0.552425801753998	8.21519756317139	10.1	2.00342931953452	1211	s1_20140113t	HP	38	NA	40	Standard	DV	Lateral	0.741666666666667
-36.9718757629395	50.7556251525879	0.5	216.25	-56.0187492370605	-62.0533065795898	31.3899974822998	0.536594092845917	9.25108242034912	9.7	1.90100998591248	1246	s1_20140113u	HP	38	NA	40	Standard	DV	Lateral	0.752083333333333
-36.3456253051758	47.0725006103516	0.49	161.625	-58.0218734741211	-60.8837051391602	43.8926773071289	0.614323079586029	12.7395105361938	8.45	1.75579024734521	1362	s1_20140113v	HP	38	NA	40	Standard	DV	Lateral	0.759027777777778
-36.7006240844727	49.8074989318848	0.5	244.625	-55.4906234741211	-61.6850509643555	31.2931747436523	0.551470696926117	7.99011278152466	9.55	1.90456368354436	1397	s1_20140113w	HP	38	NA	40	Standard	DV	Lateral	0.76875
-36.0393753051758	49.3531257629395	0.52	152.5	-55.4187507629395	-59.5975456237793	43.1435852050781	0.553759813308716	13.5751609802246	8.55	1.93891846649642	1431	s1_20140113x	HP	38	NA	40	Standard	DV	Lateral	0.776388888888889
-35.7456253051758	50.7349998474121	0.48	166.75	-54.375	-62.3248672485352	47.0870513916016	0.570961952209473	9.45063400268555	6.75	1.78484958141945	1536	s1_20140113y	HP	38	NA	40	Standard	DV	Lateral	0.783333333333333
-39.2137496948242	46.5493751525879	0.47	145.25	-55.5812492370605	-61.6947631835938	45.9039840698242	0.510955572128296	14.5935688018799	8.25	1.82128698284362	1734	s1_20140113z	HP	38	NA	40	Standard	DV	Lateral	0.799305555555556
-42.8223526000977	45.3657653808594	0.59	238.654739379883	-57.2527236938477	-63.2999649047852	35.574577331543	0.541037619113922	9.05043411254883	6.5	1.57431374800386	376	s2_20140113a	DG	38	NA	40	Standard	DV	Medial	0.597916666666667
-40.6964324951172	41.1957153320312	0.64	390.636932373047	-53.2212295532227	-63.8323860168457	21.9769401550293	0.460454344749451	9.62993907928467	10.15	2.1436481705436	398	s2_20140113b	DG	38	NA	40	Standard	DV	Medial	0.60625
-41.5192108154297	44.3031105041504	0.55	284.432495117188	-52.7787094116211	-61.4811706542969	31.7879829406738	0.528296530246735	8.83150768280029	7.75	1.74445148818275	387	s2_20140113c	DG	38	NA	40	Standard	DV	Medial	0.614583333333333
-42.8955963134766	46.3002403259277	0.54	291.146575927734	-57.8844566345215	-64.5099716186523	27.2043075561523	0.491070985794067	8.30495357513428	8.9	1.87685490861742	438	s2_20140113d	DG	38	NA	40	Standard	DV	Medial	0.624305555555556
-40.0878936767578	47.1040977478027	0.54	301.522888183594	-52.9984436035156	-61.3328018188477	24.537769317627	0.499889135360718	8.27785587310791	8.75	2.31160896914182	430	s2_20140113e	DG	38	NA	40	Standard	DV	Medial	0.636805555555556
-34.3272193908691	43.5981323242188	0.48	305.185089111328	-54.6769599914551	-63.3013496398926	26.3665351867676	0.482262462377548	9.01043128967285	9.3	1.73639496267191	538	s2_20140113f	DG	38	NA	40	Standard	DV	Medial	0.645833333333333
-38.9422286987305	40.3534042358398	0.54	342.417663574219	-54.078800201416	-60.7287292480469	18.2177734375	0.428148925304413	8.88438415527344	9.05	2.10442315484739	534	s2_20140113g	DG	38	NA	40	Standard	DV	Medial	0.663194444444444
-37.4480422973633	43.746452331543	0.56	224.616226196289	-51.6708869934082	-59.4500617980957	37.6760711669922	0.569843769073486	15.983696937561	9.1	2.32675691208104	618	s2_20140113h	DG	38	NA	40	Standard	DV	Medial	0.673611111111111
-37.4285102844238	44.6925262451172	0.49	224.616226196289	-54.170352935791	-60.6627807617188	32.2512397766113	0.565302073955536	8.35379600524902	9.9	2.05936870341681	731	s2_20140113i	DG	38	NA	40	Standard	DV	Medial	0.697916666666667
-37.0696136474609	44.7749267578125	0.48	356.456176757812	-53.2364883422852	-61.9093551635742	24.4026184082031	0.569017052650452	9.66857242584229	9.55	1.70466469582442	677	s2_20140113j	DG	38	NA	40	Standard	DV	Medial	0.703472222222222
-36.4799949645996	43.0402542114258	0.52	295.419158935547	-51.8234825134277	-62.2535934448242	28.0677070617676	0.535140991210938	9.49221611022949	8.5	2.0574499156316	699	s2_20140113k	DG	38	NA	40	Standard	DV	Medial	0.71875
-36.6441848754883	46.0847808837891	0.47	279.549560546875	-52.308723449707	-57.8411140441895	27.8302402496338	0.556682646274567	6.86478853225708	11.4	1.57465000042795	718	s2_20140113l	DG	38	NA	40	Standard	DV	Medial	0.726388888888889
-37.1941291809082	44.237190246582	0.48	303.96435546875	-54.4938507080078	-61.7216415405273	28.664134979248	0.536633372306824	10.0776672363281	9.7	2.11227738575123	NaN	s2_20140113m	DG	38	NA	40	Standard	DV	Medial	0.745833333333333
-34.5579391479492	46.128116607666	0.46	237.434005737305	-55.1225318908691	-61.750659942627	30.5781211853027	0.505303740501404	11.0052347183228	8.65	2.10208182696963	830	s2_20140113n	DG	38	NA	40	Standard	DV	Medial	0.756944444444445
-36.9267860412598	46.3417457580566	0.48	231.330307006836	-53.0869483947754	-59.8006820678711	33.2735252380371	0.529997944831848	9.32705020904541	8.5	1.82822585036518	970	s2_20140113o	DG	38	NA	40	Standard	DV	Medial	0.779861111111111
-40.4980621337891	38.0016479492188	0.52	252.693252563477	-58.5802803039551	-71.4149017333984	37.4599380493164	0.56611043214798	9.50088787078857	7.75	1.4199046336374	656	s2_20140110c	DG	35	NA	55	Standard	DV	Medial	0.630555555555556
-35.2830596923828	45.3682060241699	0.49	277.108062744141	-51.4023246765137	-63.7300834655762	38.4372253417969	0.675561249256134	11.1018657684326	7.3	1.5052289239699	715	s2_20140110d	DG	35	NA	55	Standard	DV	Medial	0.638888888888889
-41.5601066589355	40.033570098877	0.46	190.435501098633	-58.430736541748	-68.3175811767578	48.2579078674316	0.590401649475098	12.0989065170288	8.5	2.18268066001228	726	s2_20140110e	DG	35	NA	55	Standard	DV	Medial	0.651388888888889
-30.7321388244629	46.0481582641602	0.49	227.057708740234	-46.0554809570312	-63.9351081848145	44.5069808959961	0.617721438407898	10.6587839126587	6.4	1.49668111325723	758	s2_20140110f	DG	35	NA	55	Standard	DV	Medial	0.659027777777778
-35.5369735717773	38.6278877258301	0.52	202.032531738281	-52.7024154663086	-61.7562980651855	49.2003021240234	0.615037083625793	11.3027877807617	7.55	1.53787575135688	805	s2_20140110g	DG	35	NA	55	Standard	DV	Medial	0.670138888888889
-32.7030242919922	44.4849998474121	0.47	205.694747924805	-47.2945327758789	-63.4369506835938	48.9708480834961	0.636827647686005	10.6681604385376	7.8	1.57705620218152	992	s2_20140110i	DG	35	NA	55	Standard	DV	Medial	0.704861111111111
-34.2368850708008	46.6255683898926	0.47	236.823638916016	-51.6129035949707	-64.9868927001953	38.4628982543945	0.587020218372345	11.8615474700928	7.7	1.59418145050261	634	s2_20140110j	DG	35	NA	55	Standard	DV	Medial	0.713888888888889
-34.6086006164551	46.5004425048828	0.45	256.965850830078	-52.4307975769043	-63.3169860839844	46.6733779907227	0.682953715324402	11.9030752182007	7.7	1.43919738963724	445	s2_20140110k	DG	35	NA	55	Standard	DV	Medial	0.732638888888889
-34.4669944763184	43.3802307128906	0.44	234.38215637207	-51.2741470336914	-64.8044281005859	39.9645919799805	0.564406454563141	11.4941825866699	7.1	1.73472483182964	622	s2_20140110l	DG	35	NA	55	Standard	DV	Medial	0.743055555555555
-35.5229347229004	40.3473007202148	0.45	265.511047363281	-53.9262046813965	-66.4524536132812	40.5564346313477	0.581186890602112	11.7115793228149	7.45	1.64867602424768	651	s2_20140110m	DG	35	NA	55	Standard	DV	Medial	0.754861111111111
-33.7736137390137	45.324870300293	0.46	205.694747924805	-52.3514518737793	-61.8271408081055	45.567741394043	0.516564607620239	10.9006490707397	6.9	1.03676497583834	731	s2_20140110n	DG	35	NA	55	Standard	DV	Medial	0.770833333333333
-33.3683288574219	44.1340370178223	0.46	229.49919128418	-53.0869483947754	-60.9965629577637	36.3677520751953	0.606198251247406	10.6734638214111	7.6	1.39128811698048	763	s2_20140110o	DG	35	NA	55	Standard	DV	Medial	0.784722222222222
-35.6517227172852	45.0990325927734	0.5	312.509552001953	-50.392162322998	-64.9946441650391	30.741039276123	0.654570817947388	11.6126546859741	5.7	1.31961703675335	798	s2_20140110p	DG	35	NA	55	Standard	DV	Medial	0.791666666666667
-36.1845756530762	37.2563858032227	0.47	222.785125732422	-54.9272117614746	-61.9456176757812	41.330940246582	0.617714643478394	11.1000442504883	5.8	1.37810128712152	840	s2_20140110q	DG	35	NA	55	Standard	DV	Medial	0.802083333333333
-29.213537979126	50.142520904541	0.42	244.148071289062	-49.6169929504395	-61.8893203735352	33.6886444091797	0.641866981983185	10.3975257873535	6.6	1.30873901183277	973	s2_20140110r	DG	35	NA	55	Standard	DV	Medial	0.805555555555555
-41.9512496948242	48.2299995422363	0.51	306.125	-59	-66.5569686889648	29.7429046630859	0.598201096057892	10.7702808380127	7	1.66915985831685	1696	s1_20140415a	HP	43	Left	35	Standard	VD	Lateral	0.563194444444444
-43.0950004577637	51.2124992370605	0.52	215.0625	-60.7999992370605	-67.659538269043	41.3188858032227	0.673311591148376	11.2140235900879	6.65	1.29126501460102	2256	s1_20140415b	HP	43	Left	35	Standard	VD	Lateral	0.572222222222222
-42.9199996948242	50.6049995422363	0.47	164.8125	-60.3687515258789	-67.1464691162109	57.5741653442383	0.683179557323456	12.2681570053101	5.8	1.0481635055513	2232	s1_20140415c	HP	43	Left	35	Standard	VD	Lateral	0.581944444444444
-41.2424995422363	51.9824996948242	0.5	200.8125	-60.0875015258789	-67.5398178100586	51.5893745422363	0.700443387031555	10.4751529693604	5.9	1.28900729356526	2176	s1_20140415d	HP	43	Left	35	Standard	VD	Lateral	0.588194444444444
